review	condition
" (1)School of Psychology, Deakin University, Geelong, Victoria, Australia. (2)Centre of Drug Use, Addictive and Antisocial Behavior Research, Deakin University, Geelong, Victoria, Australia. (3)Centre for Adolescent Health, Murdoch Children's Research Institute, Melbourne, Victoria, Australia. (4)Monash Addiction Research Centre (MARC), Eastern Health Clinical School, Monash University, Melbourne, Victoria, Australia. (5)Turning Point, Eastern Health, Richmond, Victoria, Australia. OBJECTIVE: Negative urgency (NU) and distress tolerance (DT) are two similar yet distinct constructs with putative transdiagnostic relevance, particularly across psychopathology characterized by impulsivity (e.g., substance use disorders [SUD], eating disorders featuring binging and/or purging ED-B/P, and borderline personality disorder [BPD]). Yet, there remains a lack of research into NU and DT across SUD, ED-B/P, and BPD symptomatology in clinical populations. The present study sought to elucidate the transdiagnostic utility of NU and DT across impulsive-type psychology by examining the unique and interactive roles of NU and DT across SUD, ED-B/P, and BPD symptomatology within a treatment-seeking sample of young people. METHOD: Participants (N?=?385; 62.3% female; aged 16-25 years) were recruited from youth health services across Melbourne, Australia. Participants completed an online survey including self-report measures of NU and DT as well as SUD, ED-B/P, and BPD symptoms. Mixed effects logistic regression was used to explore unique and interactive associations of NU and DT with symptoms. RESULTS: Both NU (adjusted odds ratio [ORadj ]?=?1.22; 95% confidence interval [CI]?=?[1.16, 1.28]) and global DT (ORadj ?=?0.59; 95% CI?=?[0.47, 0.74]) uniquely predicted symptoms. However, associations with global DT and most of its components differed across psychopathology types. No significant interactions between NU and DT in predicting symptoms were found. CONCLUSIONS: These results support the transdiagnostic utility of NU across SUD, ED-B/P, and BPD, while suggesting the role of DT across these disorders is more nuanced. These findings have important implications for NU and DT as potential intervention targets. © 2023 The Authors. Journal of Clinical Psychology published by Wiley Periodicals LLC. DOI: 10.1002/jclp.23579 PMID: 37597248  24. BMC Psychiatry. 2023 Aug 18;23(1):605. doi: 10.1186/s12888-023-05061-8. Therapeutic alliance and dropout in patients with borderline pathology receiving residential dialectical behavior therapy. Steuwe C(1), Berg M(2), Driessen M(2), Beblo T(2).  "	narcissistic
 (1)School of Nursing and Health Studies, University of Miami, Coral Gables, FL, USA. (2)Nicole Wertheim College of Nursing & Health Sciences, Florida International University, Miami, FL, USA. Gambling disorders are a serious public health problem. This manuscript will provide a comprehensive overview on this topic. Gambling disorder involves repeated patterns of gambling behaviors, that result in significant distress or impairment in a person's interpersonal relationships, employment, educational/career opportunities, and finances over a period of 12 months. Gambling is defined as an activity that involves risking something of value with the hopes of acquiring something of greater value. Comparable to substance use disorders, individuals with a gambling disorder may be unsuccessful in exercising control over their problematic behavior, engage in the behavior despite negative consequences, and have preoccupations/cravings to gamble. Gambling disorder has higher comorbidity rates of mental disorders including depression, anxiety, substance use, and personality disorders. Gamblers rarely seek treatment. Treatments must be tailored to the individual which may include psychological interventions, cognitive behavioral therapy, gamblers anonymous, and psychopharmacological agents such as selective serotonin reuptake inhibitors, mood stabilizers, and opioid antagonists to treat clinical symptoms. DOI: 10.1080/01612840.2023.2232862 PMID: 37585238  34. JAMA Psychiatry. 2023 Aug 16:e232833. doi: 10.1001/jamapsychiatry.2023.2833. Online ahead of print. Determinants and Outcomes of Suicidal Behavior Among Patients With Major Depressive Disorder. Lundberg J(1), Cars T(2)(3), Lampa E(3), Ekholm Selling K(2)(4), Leval A(5)(6), Gannedahl A(6), Själin M(6), Björkholm C(6), Hellner C(1).  	narcissistic
 (1)Instituto Peruano para el Estudio y Abordaje Integral de la Personalidad, Personality Disorders, Calle Francia 329, Miraflores, Lima, 15074, Perú. (2)Sociedad Científica de Estudiantes de Medicina de la Universidad Nacional de Trujillo, Calle Salaverry # 545, Trujillo, La Libertad, 13011, Perú. (3)Universidad Nacional de San Agustín de Arequipa, Santa Catalina Nro. 117, Cercado, Arequipa, 04001, Perú. (4)Universidad Privada de Tacna, Capanique Campus, Av. Jorge Basadre Grohmann s/n Pocollay, Tacna, 23003, Perú. (5)Unidad de Investigación para la Generación y Síntesis de Evidencias en Salud, Universidad San Ignacio de Loyola, Avenida La Fontana 750 La Molina, Lima, 15024, Perú. vbeniteszapata@gmail.com. Aripiprazole is an atypical antipsychotic medication, and its use in treating borderline personality disorder (BPD) is debatable because it is not FDA-approved for treating BPD. This study aimed to investigate the efficacy and safety of aripiprazole in patients with BPD. On July 2, 2021, the protocol (CRD42021256647) was registered in PROSPERO. PubMed, Scopus, Web of Science, Ovid-Medline, Embase, PsycINFO, and Cochrane (CENTRAL) were searched without regard for language or publication date. We also searched trial registries on ClinicalTrials.gov and the WHO International Clinical Trials Registry Platform. Randomized clinical trials with adult patients diagnosed with BPD met the inclusion criteria. The Cochrane risk of bias for randomized trials (RoB-2) method was used to assess the quality of the included studies. We included two previously published randomized clinical trials. There were 76 patients with BPD, with 38, 12, and 26 assigned to the aripiprazole, olanzapine, and placebo groups, respectively. Most patients (88.16%) were females, with ages ranging from 22.1 to 28.14 yr. Aripiprazole has been proven to reduce anxiety, depression, anger, hostility, clinical severity, and obsessive-compulsive behavior, insecurity, melancholy, anxiety, aggressiveness/hostility, phobic anxiety, paranoid thinking, psychoticism, and somatization. The adverse effects were headache, insomnia, restlessness, tremor, and akathisia. The risk of bias was considerable in both trials, which is somewhat problematic considering that prejudice can lead to incorrect outcomes and conclusions. Aripiprazole has demonstrated encouraging outcomes in the treatment of patients with BPD. More randomized controlled studies are needed. © 2023. The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature. DOI: 10.1007/s11126-023-10045-8 PMID: 37566261  28. Eur Child Adolesc Psychiatry. 2023 Aug 11. doi: 10.1007/s00787-023-02274-w. Online ahead of print. Prevalence and incidence of personality disorders among children and adolescents in Danish mental health services: a nationwide register study. Klinkby IMI(1), Hastrup LH(1)(2), Bo S(3), Storebø OJ(1)(4), Simonsen E(#)(5)(6), Kongerslev MT(#)(7)(8).  	borderline
" (1)Department of Ophthalmology, Zealand University Hospital, Roskilde, Denmark. (2)Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark. (3)Unit of Surgical Pathophysiology, University of Copenhagen, Rigshospitalet, Denmark. (#)Contributed equally PURPOSE: Patients with central serous chorioretinopathy (CSC) have previously been shown to have a lower heart rate variability (HRV), implying a lower vagal tone. Vagal tone alters mineralocorticoids, which in turn affect the thickness of the choroid. Since increased choroidal thickness is characteristic of CSC, we wanted to investigate its correlation with HRV. PATIENTS AND METHODS: In this case-control study, 21 acute CSC patients and 31 healthy controls were included. Diagnosis was confirmed by optical coherence tomography (OCT) and retinal examination. HRV was evaluated following accepted standards. Outcome measures were chosen beforehand as follows: Standard deviation of N-N intervals (SDNN), root mean square of successive differences (RMSDD), low frequency/high frequency ratio (LF/HF ratio), and standard deviation ratio from commonly used Poincare plot (SD2/SD1 ratio). Choroidal thickness was measured using OCT directly under the foveola. RESULTS: Patients and healthy controls did not differ in health and medical characteristics in addition to CSC disease. Choroidal thickness was greatest in patients with CSC (mean±SD: 342±80 ?m) compared to controls (235±60 ?m, p<0.0001). A correlation was observed between LF/HF ratio and choroidal thickness in patients with CSC (Pearson correlation 0.63, p=0.02), where the CSC group had a lower LF/HF ratio (Median 2.39 ms2, IQR: 1.2-4.34 ms2) compared to controls (Median 1.2 ms2, IQR: 0.9-2.4 ms2, p=0.06) and SD2/SD1 ratio (CSC 0.59±0.2 vs controls 0.74±0.3, p=0.06). CONCLUSION: We found a correlation between the thickness of the choroid and the HRV-measured LF/HF ratio in patients with CSC and showed a borderline significant reduction in HRV measurements in patients with CSC. The data imply that vagal alterations exist in patients with CSC. Due to the low n, this should be considered as a pilot study. Further studies are warranted to elucidate mechanisms and validate findings. © 2023 Nordsten et al. DOI: 10.2147/OPTH.S405529 PMCID: PMC10441633 PMID: 37609645 Conflict of interest statement: CRM has previously received a travel grant from Bayer. CBM reports grants from Region of Zealand Research fund, Fight for Sight Denmark and Synoptikforeningen, during the conduct of the study; grants from Bayer, outside the submitted work. The authors report no other conflicts of interest in this work.  2. Front Psychiatry. 2023 Aug 7;14:1110788. doi: 10.3389/fpsyt.2023.1110788. eCollection 2023. Three-level containment model of hospitalized adolescents with borderline pathology: a holistic therapeutic perspective. Robin M(1)(2)(3), Bellone L(1)(3), Belbèze J(1)(3), Kazemian K(1)(3), Radjack R(2)(3)(4), Corcos M(1)(3).  "	borderline
 (1)Department of Addiction Psychiatry, Taoyuan Psychiatric Center, Ministry of Health and WelfareTaoyuan City, Taiwan (ROC) weilienchung@gmail.com. DOI: 10.1097/YCT.0000000000000957 PMID: 37561915 Conflict of interest statement: The authors declare no conflicts of interest.  38. Personal Disord. 2023 Aug 10. doi: 10.1037/per0000624. Online ahead of print. Subtypes of borderline personality disorder in a day-clinic setting-Clinical and therapeutic differences. Wolf K(1), Scharoba J(1), Noack R(1), Keller A(1), Weidner K(1).  	borderline
" (1)Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, USA. (2)Division of Geriatric Medicine and Gerontology, Johns Hopkins School of Medicine, Baltimore, MD, USA. (3)Center on Aging and Health, Johns Hopkins University and Medical Institutions, Baltimore, MD, USA. (4)Division of Preventive Medicine, Department of Family Medicine and Public Health, University of California San Diego, San Diego, CA, USA. (5)Welch Center for Prevention, Epidemiology, and Clinical Research, Baltimore, MD, USA. (6)Department of Epidemiology and Population Health, Albert Einstein College of Medicine, Bronx, NY, USA. (7)Department of Biostatistics, Gillings School of Global Public Health, University of North Carolina - Chapel Hill, NC, USA. (8)Department of Psychology, San Diego State University, San Diego, CA, USA. (9)Department of Epidemiology, Gillings School of Global Public Health, University of North Carolina - Chapel Hill, NC, USA. (10)Public Health Sciences Division, Fred Hutchinson Cancer Research Center, Seattle, WA, USA. (11)Division of Cardiology, Johns Hopkins School of Medicine, Baltimore, MD, USA. BACKGROUND: Peripheral artery disease (PAD) is associated with lower physical activity but less is known about its association with daily patterns of activity. We examined the cross-sectional association between ankle-brachial index (ABI) and objectively measured patterns of physical activity among Hispanic/Latino adults. METHODS: We analyzed data from 7,688 participants (aged 45-74 years) in the Hispanic Community Health Study/Study of Latinos. ABI was categorized as low (?0.90, indicating PAD), borderline low (0.91-0.99), normal (1.00-1.40), and high (>1.40, indicating incompressible ankle arteries). Daily physical activity metrics derived from accelerometer data included: log of total activity counts (LTAC), total log-transformed activity counts (TLAC), and active-to-sedentary transition probability (ASTP). Average differences between ABI categories in physical activity, overall and by 4-hour time-of-day intervals, were assessed using linear regression and mixed-effects models, respectively. RESULTS: In Hispanic/Latino adults, 5.3% and 2.6% had low and high ABIs, respectively. After adjustment, having a low compared to a normal ABI was associated with lower volume (LTAC=-0.13, p<0.01; TLAC=-74.4, p=0.04) and more fragmented physical activity (ASTP=1.22%, p<0.01). Having a low ABI was linked with more fragmented physical activity after 12PM (p<0.01). Having a high ABI was associated with lower volumes of activity (TLAC=-132.0, p=0.03). CONCLUSIONS: Having a low or high ABI is associated with lower and more fragmented physical activity in Hispanic/Latino adults. In adults with low ABI, physical activity is more fragmented in the afternoon to evening. Longitudinal research is warranted to expand these findings to guide targeted interventions for PAD or incompressible ankle arteries. © The Author(s) 2023. Published by Oxford University Press on behalf of The Gerontological Society of America. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com. DOI: 10.1093/gerona/glad200 PMID: 37596830  15. BMC Psychiatry. 2023 Aug 18;23(1):605. doi: 10.1186/s12888-023-05061-8. Therapeutic alliance and dropout in patients with borderline pathology receiving residential dialectical behavior therapy. Steuwe C(1), Berg M(2), Driessen M(2), Beblo T(2).  "	borderline
" (1)Department of Psychiatry and Psychotherapy, Faculty of General Medicine, Semmelweis University, Budapest, Hungary. (2)Department of General Psychology, Faculty of Humanities and Social Sciences, Pázmány Péter Catholic University, Budapest, Hungary. INTRODUCTION: Borderline personality disorder (BPD) is a complex mental disorder with core symptoms like interpersonal instability, emotion dysregulation, self-harm, and impulsive decision-making. Previous neuropsychological studies have found impairment in the decision-making of patients with BPD related to impulsivity. In our study, we focus on a better, more nuanced understanding of impulsive decision-making in BPD with the help of Rogers' decision-making test that simulates a gambling situation. METHODS: A novelty of our study is that we excluded from further analysis non-compliant participants based on their performance. Outlier participants on the measures proportion of good choices and average of wager choice number were filtered out to represent the population that understood the basic premise of the task and showed minimal motivation to gain rewards. Thus participants often choosing the less likely color or frequently choosing the first bet amount available (to probably speed up the test) were omitted from further analysis. Another novelty is that we assessed and reported six variables that examine Deliberation Time, Quality of Decision, Risk-taking, Overall proportion bet, Delay aversion, and Risk adjustment. Forty-three women with BPD participated in the study, and 16 non-compliant were excluded. As for the healthy control group, 42 women participated in the study, and four non-compliant were excluded. Thus, we compared the data of 27 patients with BPD with 38 healthy controls. RESULTS: Our results show that there are significant differences amongst the groups regarding the Quality of Decision Making (F (1,63)?=?5.801, p?=?0.019) and Risk Adjustment (F (1,63)?=?6.522, p?=?0.013). We also found significant interactions between group and winning probability regarding Risk Taking (F (4,252)?=?4.765 p?=?0.001) and Overall proportion of bets, i.e., the average proportion of bets relative to the total score of the subject (F (4,252)?=?4.505, p?=?0.002). DISCUSSION: Our results show that the two groups use different decision-making strategies that can have various associations with everyday life situations. Copyright © 2023 Bajzát, Soltész-Várhelyi, Klára, Lévay and Unoka. DOI: 10.3389/fpsyg.2023.1109238 PMCID: PMC10436614 PMID: 37599767 Conflict of interest statement: The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.  18. Front Psychol. 2023 Aug 3;14:1215674. doi: 10.3389/fpsyg.2023.1215674. eCollection 2023. Association between gut microbiota and psychiatric disorders: a systematic review. Grau-Del Valle C(1), Fernández J(1), Solá E(1)(2), Montoya-Castilla I(3), Morillas C(1)(2), Bañuls C(1).  "	narcissistic
 (1)University of Deusto, Spain. (2)University of Deusto, Spain. Electronic address: paula.jauregui@deusto.es. INTRODUCTION: Emotional dependence, anxious-depressive symptoms and substance use have been associated with gambling disorder (GD). Although anxiety and depression have been predominantly related to female gamblers and substance abuse to male gamblers, the role of emotional dependence in GD is unknown. Moreover, sex differences remain underexplored. OBJECTIVES: First, to explore possible differences in emotional dependence, anxious-depressive symptoms and substance abuse by group (GD and non-GD) and sex (women vs men). Second, to analyse the predictive role of emotional dependence in alcohol and drug abuse and anxious-depressive symptoms in patients with GD as a function of sex. METHODS: Instruments to measure gambling (SOGS), emotional dependence (CDE), anxious-depressive symptoms (SCL-90-R) and substance abuse (MULTICAGE CAD-4) were administered to 108 people with GD diagnosis (60 women and 48 men) and 429 without GD (342 women and 87 men). STUDY DESIGN: The research is an analytical cross-sectional study. RESULTS: The results showed that the group with GD scored significantly higher than the non-GD group on alcohol abuse, symptoms of depression and anxiety, and emotional dependence, but not on drug abuse. In the group with GD, emotional dependence predicted alcohol and drug abuse in women, and emotional dependence predicted anxiety and depressive symptoms in men. CONCLUSION: The findings suggest that women with GD who consume alcohol or drugs would benefit from therapies addressing loneliness, borderline expression, attention-seeking and affective expression. Men with GD who report anxious-depressive symptomatology would benefit from therapeutic strategies to deal with separation anxiety and attention-seeking. Copyright © 2023 The Authors. Published by Elsevier Ltd.. All rights reserved. DOI: 10.1016/j.puhe.2023.07.023 PMID: 37597461  13. J Clin Psychol. 2023 Aug 19. doi: 10.1002/jclp.23579. Online ahead of print. Negative urgency, distress tolerance, and symptoms of substance use, eating, and borderline personality disorders in treatment-seeking young people. Mattingley S(1), Youssef GJ(1)(2)(3), Graeme L(1), Sloan E(1), Manning V(4)(5), Hall K(1)(2).  	borderline
 (1)Department of Health Statistics, School of Public Health, Shanxi Medical University, Taiyuan, Shanxi, China. (2)Shanxi Centre for Disease Control and Prevention, Taiyuan, 030012, Shanxi, China. (3)Shanxi Provincial People's Hospital, Taiyuan, Shanxi, China. sxchenlimin@163.com. (4)Department of Health Statistics, School of Public Health, Shanxi Medical University, Taiyuan, Shanxi, China. qlx_1126@163.com. Diabetes mellitus (DM) has become the third chronic non-infectious disease affecting patients after tumor, cardiovascular and cerebrovascular diseases, becoming one of the major public health issues worldwide. Detection of early warning risk factors for DM is key to the prevention of DM, which has been the focus of some previous studies. Therefore, from the perspective of residents' self-management and prevention, this study constructed Bayesian networks (BNs) combining feature screening and multiple resampling techniques for DM monitoring data with a class imbalance in Shanxi Province, China, to detect risk factors in chronic disease monitoring programs and predict the risk of DM. First, univariate analysis and Boruta feature selection algorithm were employed to conduct the preliminary screening of all included risk factors. Then, three resampling techniques, SMOTE, Borderline-SMOTE (BL-SMOTE) and SMOTE-ENN, were adopted to deal with data imbalance. Finally, BNs developed by three algorithms (Tabu, Hill-climbing and MMHC) were constructed using the processed data to find the warning factors that strongly correlate with DM. The results showed that the accuracy of DM classification is significantly improved by the BNs constructed by processed data. In particular, the BNs combined with the SMOTE-ENN resampling improved the most, and the BNs constructed by the Tabu algorithm obtained the best classification performance compared with the hill-climbing and MMHC algorithms. The best-performing joint Boruta-SMOTE-ENN-Tabu model showed that the risk factors of DM included family history, age, central obesity, hyperlipidemia, salt reduction, occupation, heart rate, and BMI. © 2023. Springer Nature Limited. DOI: 10.1038/s41598-023-40036-5 PMCID: PMC10404250 PMID: 37543637 [Indexed for MEDLINE] Conflict of interest statement: The authors declare no competing interests.  46. Ann Surg Oncol. 2023 Aug 5. doi: 10.1245/s10434-023-14031-z. Online ahead of print. The Efficacy and Safety of Surufatinib Combined with Anti PD-1 Antibody Toripalimab in Neoadjuvant Treatment of Locally Advanced Differentiated Thyroid Cancer: A Phase II Study. Chen JY(1)(2), Huang NS(1)(2), Wei WJ(1)(2), Hu JQ(1)(2), Cao YM(1)(2), Shen Q(1)(2), Lu ZW(1)(2), Wang YL(3)(4), Wang Y(5)(6), Ji QH(7)(8).  	borderline
 (1)University Brest, Laboratoire interactions épithéliums-neurones (LIEN), Brest, France. barbara.roqueferreira@gmail.com. (2)University Brest, Laboratoire interactions épithéliums-neurones (LIEN), Brest, France. There are no previous studies of the psychopathology associated with different aetiologies of chronic pruritus. A systematic review was performed of cohort and case-control studies comparing healthy controls with patients with chronic pruritus related to primary dermatoses, systemic diseases, psychogenic pruritus, idiopathic pruritus, prurigo nodularis and/or lichen simplex chronicus. The review was registered in PROSPERO and performed according to the PRISMA statement, which allowed the inclusion of 26 studies. The quality of eligible studies was assessed using the modified Newcastle-Ottawa Scale. Most of the studies concern primary dermatoses and systemic diseases. Sleep disorders are a common comorbidity interrelated with pruritus, anxiety and depressive symptoms, in primary dermatoses. Sleep disorders are linked with pruritus and depressive symptoms in end-stage renal disease and hepatobiliary disease. Depressive and anxiety symptoms are associated with psychogenic pruritus. Psychogenic pruritus, lichen simplex chronicus and some primary dermatoses are linked with personality characteristics. Further studies are required to explore in depth the psychopathology linked with psychogenic pruritus and prurigo nodularis, as well as psychopathology linked with other primary dermatoses and systemic disorders associated with chronic pruritus, and to better differentiate psychogenic pruritus from psychopathological characteristics linked with other aetiologies of chronic pruritus, in order to improve the management of patients with chronic pruritus. DOI: 10.2340/actadv.v103.8488 PMID: 37606153 [Indexed for MEDLINE]  9. Laterality. 2023 Aug 21:1-21. doi: 10.1080/1357650X.2023.2250074. Online ahead of print. Handedness and anxiety: a review. Ocklenburg S(1)(2)(3), Borawski J(1), Mundorf A(4), Riedel K(1), Lischke A(1)(5).  	narcissistic
" (1)Université de Bourgogne, 21000 Dijon, France; Inserm Unit 1231, 21000 Dijon, France. (2)Kusuma School of Biological Sciences, Indian Institute of Technology Delhi (IITD), Hauz Khas, New Delhi 110016, India. (3)Biogeosciences, UMR 6282 CNRS, EPHE, Université de Bourgogne, 21000 Dijon, France. (4)Crick Advanced Light Microscopy Facility, The Francis Crick Institute, London NW1 1AT, UK. (5)Université de Bourgogne, 21000 Dijon, France; Inserm Unit 1231, 21000 Dijon, France; Unité Fonctionnelle Innovation en Diagnostic génomique des maladies rares, FHU-TRANSLAD, Dijon University Hospital, 21000 Dijon, France. (6)Université de Bourgogne, 21000 Dijon, France; Inserm Unit 1231, 21000 Dijon, France; Unité Fonctionnelle Innovation en Diagnostic génomique des maladies rares, FHU-TRANSLAD, Dijon University Hospital, 21000 Dijon, France; Reference Center for Rare Diseases ""Anomalies du Développement et syndromes malformatifs"", Dijon University Hospital, 21000 Dijon, France. (7)DDC Clinic for Special Needs Children, Middlefield, OH 44062, USA. (8)Jules Gonin Eye Hospital, University of Lausanne, CH-1015 Lausanne, Switzerland. (9)Université de Bourgogne, 21000 Dijon, France; Inserm Unit 1231, 21000 Dijon, France; Reference Center for Rare Diseases Déficiences intellectuelles de causes rares, Dijon University Hospital, 21000 Dijon, France. (10)Biogeosciences, UMR 6282 CNRS, EPHE, Université de Bourgogne, 21000 Dijon, France; EPHE, PSL University, Paris 75014, France. (11)Université de Bourgogne, 21000 Dijon, France; Inserm Unit 1231, 21000 Dijon, France. Electronic address: binnaz.yalcin@inserm.fr. The vacuolar protein sorting-associated protein 13B (VPS13B) is a large and highly conserved protein. Disruption of VPS13B causes the autosomal recessive Cohen syndrome, a rare disorder characterized by microcephaly and intellectual disability among other features, including developmental delay, hypotonia, and friendly-personality. However, the underlying mechanisms by which VPS13B disruption leads to brain dysfunction still remain unexplained. To gain insights into the neuropathogenesis of Cohen syndrome, we systematically characterized brain changes in Vps13b-mutant mice and compared murine findings to 235 previously published and 17 new patients diagnosed with VPS13B-related Cohen syndrome. We showed that Vps13b is differentially expressed across brain regions with the highest expression in the cerebellum, the hippocampus and the cortex with postnatal peak. Half of the Vps13b-/- die during the first week of life. The remaining mice have a normal lifespan and display the core phenotypes of the human disease, including microcephaly, growth delay, hypotonia, altered memory, and enhanced sociability. Systematic 2D and 3D brain histo-morphological analyses reveal specific structural changes in the brain starting after birth. The dentate gyrus is the brain region with the most prominent reduction in size, while the motor cortex is specifically thinner in layer VI. The fornix, the fasciculus retroflexus, and the cingulate cortex remain unaffected. Interestingly, these neuroanatomical changes implicate an increase of neuronal death during infantile stages with no progression in adulthood suggesting that VPS13B promotes neuronal survival early in life. Importantly, whilst both sexes were affected, some neuroanatomical and behavioral phenotypes were less pronounced or even absent in females. We evaluate sex differences in Cohen patients and conclude that females are less affected both in mice and patients. Our findings provide new insights about the neurobiology of VPS13B and highlight previously unreported brain phenotypes while defining Cohen syndrome as a likely new entity of non-progressive infantile neurodegeneration. Copyright © 2023. Published by Elsevier Inc. DOI: 10.1016/j.nbd.2023.106259 PMID: 37573958 Conflict of interest statement: Declaration of Competing Interest The authors declare that they have no competing interests. The following are the supplementary data related to this article. Supplementary data to this article can be found online at https://doi.org/10.1016/j.nbd.2023.106259.  44. Acta Psychol (Amst). 2023 Aug 11;239:104002. doi: 10.1016/j.actpsy.2023.104002. Online ahead of print. Maladaptive (dark-side) and adaptive (bright-side) personality traits and defense styles. Furnham A(1), Cuppello S(2).  "	narcissistic
" (1)Key Laboratory of Cognition and Personality (SWU), Ministry of Education, Chongqing 400715, China; Center for Studies of Education and Psychology of Ethnic Minorities In Southwest China, Southwest University (SWU), Chongqing 400715, China. (2)Key Laboratory of Cognition and Personality (SWU), Ministry of Education, Chongqing 400715, China; Faculty of Education, Southwest University (SWU), Chongqing 400715, China. (3)Key Laboratory of Cognition and Personality (SWU), Ministry of Education, Chongqing 400715, China; Faculty of Psychology, Southwest University (SWU), Chongqing 400715, China. (4)Key Laboratory of Cognition and Personality (SWU), Ministry of Education, Chongqing 400715, China; Faculty of Psychology, Southwest University (SWU), Chongqing 400715, China; Southwest University Branch, Collaborative Innovation Center of Assessment Toward Basic Education Quality at Beijing Normal University, Chongqing 400715, China. Electronic address: qiuj318@swu.edu.cn. BACKGROUND: Passive coping style (CS) and perceived stress play significant roles as influencing factors in the development of anxiety. However, the underlying neurobiological mechanism linking passive CS and perceived stress to anxiety susceptibility remains elusive. Thus, we aimed to investigate the relationships among passive CS, brain functional connectivity, perceived stress, and anxiety in young adults. METHODS: Data from the longitudinal Gene-Brain-Behavior Project(GBB) and Southwest University Longitudinal Imaging Multimodal Project(SLIM) were used. We confirmed the relationship among anxiety, passive CS and perceived stress. Then, we investigated the mediated functional connectivity between passive CS and perceived stress, and used these functional connections to predict present anxiety and follow-up anxiety one year later. RESULTS: Anxiety scores were significantly positively correlated with passive CS and perceived stress. At the brain network level, connections within the default mode network (DMN) and between the somatomotor network (SMN) and subcortical network (SUN) mediated the relationship between passive CS and perceived stress. Furthermore, present anxiety and follow-up anxiety one year later could be predicted by these mediated functional connections. Nodes with greater predictive contribution were mainly located in the left anterior cingulate gyrus (ACC), left inferior parietal gyrus (IPG), right superior frontal gyrus (SFG), and left middle frontal gyrus (MFG), mainly distributed on the DMN. CONCLUSION: These findings demonstrated that the mediated neurobiological mechanisms between passive CS and perceived stress could be used to predict present and future anxiety, which enhance understanding of the neurobiological basis of anxiety susceptibility in this passive CS and perceived stress and may have implications for early preventing and intervening mental disorders. Copyright © 2023. Published by Elsevier B.V. DOI: 10.1016/j.jad.2023.08.079 PMID: 37597785 Conflict of interest statement: Declaration of competing interest The authors declared no potential conflicts of interest with respect to the research, authorship, and publication of this article.  20. J Clin Psychol. 2023 Aug 19. doi: 10.1002/jclp.23579. Online ahead of print. Negative urgency, distress tolerance, and symptoms of substance use, eating, and borderline personality disorders in treatment-seeking young people. Mattingley S(1), Youssef GJ(1)(2)(3), Graeme L(1), Sloan E(1), Manning V(4)(5), Hall K(1)(2).  "	personality
 (1)Department of Psychology, Medical School Hamburg, Hamburg, Germany. (2)ICAN Institute for Cognitive and Affective Neuroscience, Medical School Hamburg, Hamburg, Germany. (3)Institute of Cognitive Neuroscience, Biopsychology, Faculty of Psychology, Ruhr University Bochum, Bochum, Germany. (4)ISM Institute for Systems Medicine and Department of Human Medicine, MSH Medical School Hamburg, Hamburg, Germany. (5)ICPP Institute for Clinical Psychology and Psychotherapy, Medical School Hamburg, Hamburg, Germany. Handedness is a core phenotype in clinical laterality research and several different disorders such as schizophrenia and autism spectrum disorders have been linked to a higher prevalence of non-right-handedness. Moreover, subclinical personality traits like schizotypy have been linked to a higher prevalence of non-right-handedness. The association with handedness is poorly understood for generalized anxiety disorder and specific phobias, as well as for state and trait anxiety and fear of specific stimuli in nonclinical samples. Therefore, we performed a narrative review of studies investigating handedness in anxiety disorders patients and studies that compared anxiety scores between different handedness groups. Unlike schizophrenia and autism spectrum disorders, there seems to be no strong association between anxiety disorders and handedness in adult patients, except for specific phobias. Studies often had small sample sizes and therefore a high risk to report spurious findings. Similar findings were reported in most non-clinical studies. Importantly, familial handedness affects phobia risk and antenatal maternal anxiety increased the probability of mixed-handedness. This suggests that a transgenerational, developmental perspective is essential to better understand the complex interrelations between handedness and anxiety. Familial and especially maternal handedness and anxiety disorders should be integrated into future studies on handedness and anxiety whenever possible. DOI: 10.1080/1357650X.2023.2250074 PMID: 37605527  10. J Oral Rehabil. 2023 Aug 21. doi: 10.1111/joor.13570. Online ahead of print. Psychological characteristics of young adults with temporomandibular disorders, somatization and combined conditions: A multidimensional evaluation. Yap AU(1)(2)(3), Dewi NL(3), Marpaung C(3).  	personality
